age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,choc
0,Male,4,UK,Mixed-Black/Asian,46,45,53,36,38,5
0,Female,5,UK,Mixed-Black/Asian,40,26,39,48,30,6
0,Female,3,Canada,Mixed-Black/Asian,21,34,37,54,41,4
0,Female,0,UK,Mixed-Black/Asian,21,45,53,37,39,4
3,Male,5,UK,Mixed-Black/Asian,48,51,52,30,29,6
0,Female,4,UK,Mixed-Black/Asian,47,35,46,34,35,4
1,Female,5,UK,Mixed-Black/Asian,41,36,51,32,45,5
0,Female,4,Canada,Mixed-Black/Asian,29,40,43,37,44,6
0,Female,4,New Zealand,Mixed-Black/Asian,57,42,48,37,34,4
0,Male,4,UK,Mixed-Black/Asian,37,33,46,46,47,5
3,Female,0,USA,Mixed-Black/Asian,42,41,52,57,44,4
1,Male,2,Canada,Mixed-Black/Asian,51,34,46,41,33,5
0,Female,4,USA,Black,29,51,51,44,45,5
0,Male,5,UK,Mixed-Black/Asian,32,42,45,42,43,4
0,Female,4,Canada,Mixed-Black/Asian,35,47,51,40,45,6
0,Female,4,UK,Mixed-Black/Asian,35,41,51,45,39,4
0,Female,4,Australia,White,36,38,45,29,26,6
0,Female,5,USA,Mixed-Black/Asian,42,24,26,49,31,6
0,Female,5,UK,Mixed-Black/Asian,41,44,47,36,50,6
0,Female,4,UK,Mixed-Black/Asian,37,49,54,35,36,5
0,Female,5,Australia,Mixed-Black/Asian,27,43,46,38,39,4
1,Male,0,USA,Mixed-Black/Asian,52,43,53,47,43,6
0,Female,4,UK,Mixed-Black/Asian,37,44,57,51,40,6
0,Female,3,Canada,Mixed-Black/Asian,39,37,41,49,41,5
0,Female,4,UK,Mixed-Black/Asian,45,34,47,47,41,6
1,Male,2,UK,Mixed-Black/Asian,37,33,55,44,46,5
3,Male,0,UK,Mixed-Black/Asian,36,41,46,38,36,4
1,Male,2,UK,Mixed-Black/Asian,44,35,46,41,46,6
0,Female,5,UK,Mixed-Black/Asian,41,33,43,42,41,6
0,Female,5,USA,Mixed-Black/Asian,21,41,46,41,30,4
3,Female,2,UK,Mixed-Black/Asian,32,42,47,35,44,4
0,Female,4,USA,Mixed-Black/Asian,21,51,50,46,48,3
0,Female,0,Canada,Mixed-Black/Asian,43,40,58,44,30,6
1,Female,5,UK,Mixed-Black/Asian,38,30,50,24,42,5
0,Female,4,UK,Mixed-Black/Asian,30,39,52,40,32,5
0,Female,4,UK,Mixed-Black/Asian,29,40,48,54,50,4
1,Male,4,UK,Mixed-Black/Asian,41,37,47,36,40,4
0,Male,4,UK,Mixed-Black/Asian,39,45,53,50,38,6
2,Female,4,UK,Mixed-Black/Asian,45,28,36,42,44,6
0,Male,3,New Zealand,Mixed-Black/Asian,41,37,35,50,37,6
1,Female,5,UK,Mixed-Black/Asian,42,37,48,30,35,4
0,Female,0,UK,Mixed-Black/Asian,41,44,53,36,39,6
4,Female,2,UK,Mixed-Black/Asian,21,40,54,51,45,6
0,Female,2,Australia,Mixed-Black/Asian,40,33,49,41,45,5
0,Female,4,UK,Mixed-Black/Asian,28,49,55,49,43,6
1,Female,5,UK,Mixed-Black/Asian,43,41,36,35,32,6
0,Female,4,UK,Mixed-Black/Asian,36,40,55,44,40,5
0,Male,4,UK,Mixed-Black/Asian,32,41,46,42,34,6
0,Female,0,New Zealand,Other,41,45,50,36,33,5
1,Female,4,Canada,Mixed-Black/Asian,26,43,57,53,45,2
0,Female,3,UK,Mixed-White/Black,41,48,45,47,54,6
1,Female,0,New Zealand,Mixed-Black/Asian,49,34,43,30,29,6
0,Female,4,UK,Mixed-Black/Asian,26,54,53,42,48,4
0,Male,4,Australia,Black,46,31,53,36,32,5
1,Female,4,Australia,Mixed-Black/Asian,42,45,53,40,28,6
0,Female,5,Canada,Mixed-Black/Asian,36,39,45,39,39,4
0,Female,4,New Zealand,Mixed-Black/Asian,20,48,58,48,48,5
0,Female,4,Republic of Ireland,Mixed-Black/Asian,51,36,45,32,37,5
0,Male,4,UK,Mixed-Black/Asian,34,47,42,39,36,5
0,Female,4,New Zealand,Mixed-Black/Asian,40,32,50,47,36,4
0,Male,4,UK,Mixed-Black/Asian,35,48,55,48,54,4
0,Male,4,UK,Mixed-Black/Asian,24,42,51,49,52,4
3,Female,3,Canada,Mixed-Black/Asian,51,35,52,41,28,6
1,Female,5,UK,Mixed-Black/Asian,45,34,53,40,49,6
0,Female,2,UK,Mixed-Black/Asian,38,50,47,32,34,6
1,Male,2,UK,Mixed-Black/Asian,29,37,46,47,40,5
0,Male,4,Canada,Mixed-Black/Asian,50,27,47,38,23,6
1,Male,2,UK,Mixed-Black/Asian,38,32,42,45,34,4
0,Male,4,UK,Mixed-White/Asian,43,42,55,43,36,6
2,Female,3,UK,Mixed-White/Asian,48,24,51,30,39,5
1,Female,4,USA,Mixed-Black/Asian,27,43,51,46,25,6
0,Male,5,UK,Mixed-Black/Asian,30,49,52,43,43,5
1,Female,2,UK,Mixed-Black/Asian,48,40,44,42,41,3
0,Male,1,UK,Mixed-Black/Asian,42,39,52,40,31,5
2,Female,4,UK,Mixed-Black/Asian,51,32,48,39,36,6
1,Male,4,UK,Mixed-Black/Asian,25,49,54,37,41,5
0,Female,4,UK,Mixed-Black/Asian,36,48,51,45,37,4
0,Female,4,UK,Mixed-White/Asian,50,40,48,48,41,4
1,Female,4,Australia,Mixed-Black/Asian,46,19,47,43,41,5
0,Female,5,Canada,Mixed-Black/Asian,40,37,47,41,42,5
0,Female,5,Canada,Mixed-Black/Asian,31,55,51,52,43,5
0,Male,4,UK,Mixed-Black/Asian,26,49,56,54,36,4
0,Male,4,UK,Mixed-Black/Asian,40,45,54,50,46,5
0,Female,4,UK,Mixed-White/Asian,37,46,53,47,46,5
1,Female,4,Republic of Ireland,Mixed-Black/Asian,22,53,52,43,48,5
1,Female,4,Australia,Mixed-Black/Asian,37,37,33,27,41,5
1,Female,4,UK,Mixed-Black/Asian,46,29,48,18,30,4
1,Male,0,Canada,Mixed-Black/Asian,60,24,40,36,24,4
0,Female,4,Australia,Mixed-Black/Asian,23,27,46,27,40,4
0,Male,3,Canada,Mixed-Black/Asian,20,38,47,44,37,6
1,Female,2,UK,Mixed-Black/Asian,28,47,45,44,45,6
1,Female,5,UK,Mixed-Black/Asian,53,38,43,40,34,6
0,Male,4,UK,Mixed-Black/Asian,53,33,39,37,34,4
0,Female,5,New Zealand,Mixed-Black/Asian,15,51,35,12,41,5
0,Female,4,Canada,Asian,36,33,49,39,35,6
1,Male,2,UK,Mixed-Black/Asian,38,35,48,39,33,5
0,Female,0,UK,Mixed-Black/Asian,35,46,46,46,37,5
2,Male,5,UK,Mixed-Black/Asian,46,38,53,36,45,6
0,Female,4,UK,Mixed-Black/Asian,49,39,45,27,33,6
1,Female,3,Australia,Mixed-Black/Asian,40,42,47,43,54,6
2,Female,5,USA,Mixed-Black/Asian,24,42,41,34,45,5
0,Female,4,UK,Mixed-White/Asian,33,40,44,48,36,4
0,Female,5,UK,Mixed-Black/Asian,37,44,46,34,42,5
1,Male,4,UK,Mixed-White/Asian,49,43,53,37,28,5
0,Male,4,UK,Mixed-Black/Asian,55,19,32,43,31,5
0,Female,4,UK,Mixed-Black/Asian,43,30,41,34,36,4
2,Female,5,UK,Mixed-Black/Asian,39,29,34,32,47,0
0,Male,4,UK,Mixed-Black/Asian,25,54,54,49,48,3
1,Male,0,UK,Mixed-Black/Asian,56,20,42,28,19,6
0,Female,0,UK,Other,38,40,46,40,48,5
1,Female,0,UK,Mixed-Black/Asian,40,39,45,42,38,6
0,Male,4,UK,Mixed-Black/Asian,52,28,45,53,45,6
0,Female,0,New Zealand,Mixed-Black/Asian,38,49,58,41,34,4
2,Female,2,Canada,Mixed-Black/Asian,33,38,41,38,43,6
0,Female,4,Australia,Mixed-Black/Asian,25,43,53,34,45,6
0,Female,1,USA,Mixed-Black/Asian,37,38,46,46,33,6
0,Female,4,UK,Mixed-Black/Asian,25,30,41,35,33,5
1,Female,0,UK,Mixed-Black/Asian,48,31,29,36,36,5
0,Female,0,UK,Mixed-Black/Asian,46,29,48,44,35,5
0,Female,3,UK,Mixed-Black/Asian,28,48,50,50,37,4
1,Female,4,UK,Mixed-Black/Asian,38,31,52,38,40,6
1,Female,4,UK,Mixed-Black/Asian,30,49,56,53,46,5
0,Male,4,Canada,Mixed-White/Asian,33,46,51,45,40,5
2,Female,0,Canada,Mixed-Black/Asian,29,35,42,44,37,6
1,Male,5,USA,Mixed-Black/Asian,43,35,54,49,45,5
0,Male,0,UK,Mixed-Black/Asian,47,26,46,50,36,6
0,Male,5,Canada,Mixed-Black/Asian,33,40,53,47,54,6
0,Male,4,UK,Mixed-Black/Asian,24,47,54,45,36,4
0,Male,4,UK,Mixed-Black/Asian,56,35,48,44,36,6
0,Female,3,Canada,Mixed-Black/Asian,40,48,53,43,39,6
0,Female,4,Australia,Mixed-Black/Asian,35,42,50,47,35,4
0,Male,5,Canada,Mixed-Black/Asian,39,42,46,39,47,6
0,Female,4,Australia,Mixed-Black/Asian,40,37,53,33,41,4
1,Male,0,Australia,Mixed-Black/Asian,45,48,53,38,51,5
1,Female,3,UK,Mixed-White/Asian,31,54,59,51,50,4
0,Male,4,UK,Mixed-White/Black,51,34,50,46,33,6
1,Male,2,UK,Mixed-Black/Asian,46,38,49,48,32,6
0,Male,4,UK,Mixed-Black/Asian,32,32,42,52,35,6
0,Female,0,UK,Mixed-Black/Asian,29,38,38,38,30,4
1,Female,3,Canada,Mixed-Black/Asian,55,30,47,41,29,5
1,Male,0,New Zealand,Mixed-Black/Asian,40,40,29,41,47,5
2,Female,3,UK,Mixed-Black/Asian,51,27,46,44,30,6
0,Male,5,UK,Mixed-Black/Asian,42,40,49,40,37,6
0,Male,4,UK,Mixed-Black/Asian,25,42,57,47,41,5
0,Female,4,UK,Mixed-Black/Asian,40,41,48,41,40,4
1,Male,5,Canada,Mixed-Black/Asian,46,33,46,41,29,5
0,Female,4,Australia,Mixed-Black/Asian,49,34,44,42,36,4
0,Female,3,UK,Mixed-Black/Asian,53,36,46,33,20,5
3,Female,5,UK,Mixed-Black/Asian,25,36,42,44,45,0
2,Female,3,Canada,Mixed-Black/Asian,23,38,47,51,50,6
0,Female,4,Australia,Mixed-Black/Asian,33,50,46,35,54,6
0,Male,5,Australia,Mixed-Black/Asian,36,41,55,50,37,6
3,Male,4,UK,Mixed-Black/Asian,35,35,51,55,39,4
0,Female,3,USA,Mixed-Black/Asian,39,46,53,45,40,6
1,Female,4,UK,Mixed-Black/Asian,32,42,57,48,33,5
2,Female,4,Canada,Mixed-Black/Asian,42,26,46,44,42,5
0,Female,4,UK,Mixed-Black/Asian,27,48,43,48,44,6
1,Male,2,UK,Mixed-Black/Asian,25,40,51,46,40,6
0,Female,2,Canada,Mixed-Black/Asian,27,47,46,45,45,4
0,Male,4,UK,Mixed-Black/Asian,30,42,50,50,44,5
0,Male,4,UK,Mixed-Black/Asian,33,41,57,52,39,6
0,Female,4,UK,Asian,22,48,53,33,48,3
4,Female,0,Australia,Mixed-White/Asian,20,48,50,50,47,6
2,Male,5,New Zealand,Mixed-Black/Asian,38,40,45,39,38,5
1,Female,4,New Zealand,Mixed-Black/Asian,40,28,50,36,48,4
0,Female,4,UK,Mixed-Black/Asian,50,31,38,44,38,4
0,Female,4,UK,Mixed-Black/Asian,20,53,54,52,46,5
0,Female,4,UK,Mixed-Black/Asian,48,40,53,35,36,4
5,Female,2,UK,Mixed-Black/Asian,18,40,50,48,47,1
0,Female,4,UK,Mixed-Black/Asian,30,47,51,47,42,6
2,Male,2,Canada,Mixed-Black/Asian,30,49,37,53,39,6
3,Male,4,UK,Mixed-Black/Asian,48,32,43,42,47,6
1,Male,0,UK,Black,42,41,51,39,40,6
0,Female,4,Australia,Mixed-Black/Asian,40,39,47,38,45,5
0,Female,4,Canada,Mixed-Black/Asian,46,47,38,37,34,6
1,Male,5,UK,Mixed-Black/Asian,42,39,57,31,49,6
0,Female,4,UK,Mixed-Black/Asian,34,39,54,49,41,5
0,Female,4,Australia,Mixed-Black/Asian,34,42,54,40,35,4
0,Female,3,UK,Mixed-Black/Asian,43,34,41,40,44,3
1,Female,4,UK,Mixed-Black/Asian,52,44,49,34,25,4
0,Female,4,UK,Mixed-Black/Asian,46,29,49,43,35,6
1,Female,5,UK,Mixed-Black/Asian,28,40,47,36,40,4
0,Female,4,UK,Mixed-Black/Asian,52,36,56,44,39,5
0,Female,4,USA,Mixed-Black/Asian,39,51,48,38,28,6
4,Female,3,Australia,Mixed-Black/Asian,28,42,50,44,42,5
1,Female,5,Canada,Mixed-Black/Asian,25,45,55,56,49,5
0,Female,4,UK,Mixed-Black/Asian,41,45,51,49,36,6
0,Female,2,Australia,Mixed-Black/Asian,28,38,44,37,41,5
0,Female,2,Canada,Mixed-Black/Asian,28,46,43,46,47,4
1,Female,2,Canada,Mixed-Black/Asian,47,38,52,39,48,6
1,Male,0,UK,Mixed-Black/Asian,26,45,44,42,48,6
0,Female,4,UK,Mixed-Black/Asian,29,43,45,44,51,3
0,Female,0,Other,Mixed-Black/Asian,48,32,44,42,37,5
0,Female,4,UK,Mixed-Black/Asian,35,46,37,27,35,4
3,Male,4,Australia,Mixed-Black/Asian,32,41,47,46,47,6
0,Female,4,Australia,Mixed-Black/Asian,55,27,44,33,44,5
0,Female,0,New Zealand,Mixed-Black/Asian,53,23,38,40,17,2
0,Female,0,UK,Other,44,29,33,43,29,4
0,Male,0,UK,Mixed-Black/Asian,53,33,52,44,35,6
0,Female,4,UK,Mixed-Black/Asian,35,41,56,49,42,5
3,Female,2,Australia,Mixed-Black/Asian,42,31,42,40,33,6
0,Male,0,Canada,Mixed-Black/Asian,48,46,49,41,40,3
3,Female,5,UK,Mixed-Black/Asian,29,40,46,43,45,5
0,Male,4,UK,Mixed-Black/Asian,30,49,57,51,36,6
1,Female,4,UK,Mixed-Black/Asian,53,31,49,38,31,5
0,Female,4,UK,Mixed-Black/Asian,42,42,47,44,41,6
1,Female,4,UK,Mixed-Black/Asian,28,53,52,46,37,4
3,Female,5,UK,Mixed-Black/Asian,25,44,59,48,50,6
0,Female,3,Australia,Mixed-Black/Asian,18,55,57,44,52,4
1,Female,4,UK,Mixed-Black/Asian,39,20,40,32,22,5
0,Male,0,Canada,Mixed-Black/Asian,32,31,39,46,49,4
1,Female,0,Australia,Mixed-Black/Asian,38,50,48,33,42,5
2,Male,4,UK,Mixed-Black/Asian,45,30,36,40,36,5
0,Female,5,UK,Mixed-Black/Asian,37,33,53,30,47,4
0,Male,4,Canada,Mixed-Black/Asian,55,19,38,40,23,4
0,Female,0,USA,Mixed-Black/Asian,49,39,56,37,39,4
0,Female,4,UK,Mixed-Black/Asian,29,38,53,36,23,4
0,Male,0,UK,Mixed-White/Asian,39,32,49,47,37,5
0,Male,5,UK,Mixed-Black/Asian,25,33,41,41,39,4
3,Female,0,UK,Mixed-Black/Asian,37,42,49,37,42,6
2,Male,5,UK,Black,42,42,43,43,46,4
0,Male,2,UK,Mixed-Black/Asian,32,45,50,47,50,6
0,Male,5,Canada,Mixed-Black/Asian,41,33,40,36,39,6
0,Female,4,USA,Mixed-Black/Asian,29,42,50,50,42,6
1,Female,4,Canada,Mixed-Black/Asian,38,30,45,36,31,4
0,Female,4,UK,Mixed-Black/Asian,38,35,47,39,40,6
0,Male,4,Canada,Mixed-Black/Asian,48,36,49,39,34,5
0,Female,3,Canada,Mixed-Black/Asian,41,43,57,43,38,4
0,Male,4,UK,Mixed-Black/Asian,41,45,52,42,40,4
1,Female,4,UK,Mixed-Black/Asian,19,43,50,47,47,5
2,Male,2,UK,Mixed-Black/Asian,48,29,46,58,36,6
0,Male,4,UK,Mixed-Black/Asian,38,34,51,56,49,4
0,Female,4,UK,Mixed-Black/Asian,43,39,50,38,45,6
2,Male,2,Canada,Mixed-Black/Asian,42,39,32,42,34,3
2,Female,5,Canada,Mixed-Black/Asian,38,24,31,34,31,6
1,Female,4,Australia,Mixed-Black/Asian,46,36,47,49,38,5
1,Male,2,Canada,Mixed-Black/Asian,45,37,36,48,37,6
0,Female,4,Canada,Mixed-Black/Asian,43,48,55,49,35,6
1,Male,2,UK,Mixed-Black/Asian,49,48,57,26,32,4
0,Female,4,UK,Mixed-Black/Asian,48,31,49,43,44,5
0,Female,2,Canada,Mixed-Black/Asian,23,55,49,38,46,4
0,Female,3,Canada,Mixed-Black/Asian,25,44,46,45,38,5
0,Male,4,UK,Mixed-Black/Asian,46,43,55,53,37,4
1,Female,0,Australia,Mixed-Black/Asian,22,39,51,30,44,3
0,Female,4,UK,Mixed-Black/Asian,29,37,39,41,40,4
0,Female,0,New Zealand,Mixed-Black/Asian,48,36,35,30,26,5
0,Male,4,UK,Mixed-Black/Asian,40,36,49,41,39,4
1,Female,0,Canada,Mixed-Black/Asian,28,48,56,39,46,5
1,Male,4,UK,Mixed-Black/Asian,38,39,51,47,51,4
2,Male,0,UK,Mixed-Black/Asian,39,31,38,31,31,5
0,Female,5,UK,Mixed-Black/Asian,43,32,37,40,39,3
0,Female,4,UK,Mixed-Black/Asian,30,39,51,49,40,5
3,Male,2,Australia,Mixed-Black/Asian,30,40,56,47,48,6
0,Male,0,UK,Mixed-White/Asian,33,44,36,44,47,6
0,Male,5,UK,White,48,52,56,42,38,6
1,Female,4,UK,Mixed-Black/Asian,21,39,52,33,45,5
1,Female,2,Australia,Mixed-White/Asian,29,44,56,47,46,6
0,Female,4,UK,Mixed-Black/Asian,13,43,54,50,33,5
2,Male,0,New Zealand,Mixed-Black/Asian,48,35,50,45,52,4
2,Female,5,New Zealand,Mixed-Black/Asian,30,35,29,41,40,4
0,Female,0,Canada,Mixed-Black/Asian,21,46,46,43,35,4
1,Male,0,Canada,Mixed-Black/Asian,27,40,53,55,54,5
1,Male,2,Australia,Other,35,30,43,42,50,5
0,Female,2,Canada,Mixed-Black/Asian,40,40,48,39,43,6
0,Female,4,Republic of Ireland,Mixed-Black/Asian,31,37,53,44,31,5
0,Male,2,Canada,Mixed-Black/Asian,51,29,45,45,39,6
2,Male,0,Canada,Mixed-Black/Asian,29,42,46,41,51,6
2,Female,0,Canada,Mixed-Black/Asian,39,35,43,40,41,6
0,Female,0,Canada,Mixed-Black/Asian,27,36,51,51,40,4
2,Male,3,New Zealand,Mixed-Black/Asian,40,40,39,44,41,6
1,Male,5,UK,Mixed-Black/Asian,53,26,57,37,44,6
3,Female,3,Canada,Mixed-Black/Asian,22,46,44,40,44,6
2,Male,3,Canada,Mixed-Black/Asian,41,30,36,44,33,5
1,Male,2,Canada,Mixed-White/Asian,39,51,45,45,46,6
0,Male,2,Canada,Mixed-Black/Asian,25,50,48,50,50,6
0,Female,2,Canada,Mixed-Black/Asian,33,43,44,45,38,6
0,Male,2,Canada,Mixed-Black/Asian,42,47,40,40,32,6
0,Male,5,Canada,Mixed-Black/Asian,35,39,49,45,45,4
0,Male,2,Canada,Mixed-Black/Asian,33,43,52,42,53,5
2,Female,3,New Zealand,Mixed-Black/Asian,34,39,50,46,46,5
0,Male,2,Australia,Mixed-Black/Asian,35,46,58,41,44,5
0,Male,2,Canada,Mixed-Black/Asian,41,43,46,41,44,6
1,Male,2,UK,Mixed-Black/Asian,31,39,48,47,48,6
1,Male,5,Canada,Mixed-Black/Asian,26,49,47,50,40,5
0,Male,2,Canada,Mixed-Black/Asian,42,49,45,57,38,5
3,Male,0,Canada,Mixed-Black/Asian,31,44,38,50,43,5
0,Female,5,USA,Mixed-Black/Asian,21,34,42,35,32,4
1,Male,5,USA,Mixed-Black/Asian,23,51,40,39,46,5
2,Female,2,Canada,Black,31,46,47,43,48,5
1,Female,2,Canada,Mixed-Black/Asian,47,32,40,43,43,5
0,Female,0,Canada,Mixed-Black/Asian,30,35,56,54,33,4
1,Female,4,UK,Mixed-Black/Asian,27,40,51,44,37,6
0,Male,4,UK,Mixed-Black/Asian,36,37,46,37,37,4
0,Male,2,Canada,Mixed-Black/Asian,24,48,48,46,46,6
0,Female,4,Australia,Mixed-Black/Asian,30,43,45,45,28,5
0,Male,5,UK,Mixed-Black/Asian,39,39,42,41,50,5
0,Male,2,Australia,Mixed-Black/Asian,28,39,45,40,39,5
0,Male,0,UK,Mixed-Black/Asian,26,42,57,37,28,5
1,Female,4,Australia,Mixed-Black/Asian,25,32,51,35,26,5
1,Male,0,Canada,Mixed-Black/Asian,34,38,43,56,52,5
1,Male,4,Australia,Mixed-Black/Asian,54,38,49,35,34,5
0,Female,5,Canada,Mixed-Black/Asian,47,47,53,42,38,6
0,Female,4,Canada,Mixed-Black/Asian,27,51,55,51,40,5
3,Female,4,UK,Mixed-Black/Asian,57,29,33,44,29,5
0,Male,4,UK,Mixed-Black/Asian,38,39,44,56,51,4
3,Female,0,UK,Mixed-Black/Asian,40,37,50,45,32,6
0,Female,0,UK,Mixed-Black/Asian,27,31,41,36,46,6
0,Female,4,UK,Mixed-Black/Asian,12,43,46,51,54,6
3,Female,0,Canada,Mixed-Black/Asian,41,36,49,26,40,6
0,Female,4,UK,Mixed-White/Asian,45,40,54,42,31,6
0,Female,4,UK,Mixed-Black/Asian,51,31,45,37,37,6
1,Male,5,UK,Mixed-Black/Asian,21,55,60,50,40,6
0,Female,4,UK,Mixed-Black/Asian,46,37,46,31,34,5
1,Female,5,Canada,Mixed-Black/Asian,26,48,49,46,47,6
1,Female,4,UK,Mixed-Black/Asian,32,21,37,38,40,4
0,Female,0,New Zealand,Mixed-Black/Asian,35,26,56,43,39,4
1,Female,3,Canada,Mixed-Black/Asian,43,33,38,43,32,6
1,Female,0,Canada,Mixed-Black/Asian,26,40,29,46,42,6
1,Female,3,UK,Mixed-Black/Asian,49,30,43,42,24,5
4,Female,0,UK,Mixed-Black/Asian,41,37,42,32,46,3
0,Female,4,UK,Mixed-Black/Asian,49,33,51,45,36,5
0,Female,4,UK,Mixed-Black/Asian,46,25,41,50,32,5
0,Female,4,Australia,Mixed-Black/Asian,22,31,52,53,28,6
0,Female,4,Australia,Mixed-Black/Asian,40,41,45,43,27,5
1,Male,3,UK,Mixed-Black/Asian,56,45,51,29,28,0
1,Female,2,Other,Mixed-Black/Asian,42,35,47,35,40,6
2,Female,3,USA,Mixed-Black/Asian,24,41,56,50,44,5
0,Female,2,UK,Mixed-Black/Asian,40,48,38,37,38,6
0,Female,0,UK,Mixed-Black/Asian,49,44,44,34,29,5
1,Male,0,Canada,Mixed-Black/Asian,35,42,40,43,45,6
1,Male,5,Australia,Mixed-Black/Asian,39,26,46,47,32,5
1,Female,4,UK,Mixed-Black/Asian,41,31,49,16,38,6
0,Male,4,UK,Mixed-Black/Asian,27,43,47,52,40,5
1,Male,5,USA,Mixed-Black/Asian,51,28,51,36,30,4
2,Female,3,UK,Mixed-Black/Asian,40,31,47,42,46,0
0,Male,4,UK,Mixed-Black/Asian,54,26,54,52,33,4
3,Female,5,Canada,Mixed-Black/Asian,38,32,41,41,37,6
0,Female,4,Republic of Ireland,Mixed-Black/Asian,51,34,41,35,25,3
1,Female,2,UK,Mixed-Black/Asian,38,35,48,43,34,5
1,Female,5,UK,Mixed-Black/Asian,14,37,38,33,48,4
2,Female,3,UK,Mixed-Black/Asian,53,33,47,33,32,3
0,Female,4,UK,Mixed-Black/Asian,37,41,47,39,37,5
3,Male,0,USA,Mixed-Black/Asian,30,44,44,46,48,5
1,Female,4,UK,Mixed-Black/Asian,48,37,50,50,45,4
2,Male,5,UK,Mixed-Black/Asian,52,27,42,41,32,6
4,Male,2,UK,Mixed-White/Asian,39,35,41,35,40,6
0,Female,0,Australia,Mixed-Black/Asian,41,34,45,42,27,4
0,Male,2,Canada,Mixed-Black/Asian,40,41,48,48,38,4
0,Female,0,Canada,Mixed-Black/Asian,27,51,56,53,38,6
0,Male,4,Canada,Mixed-Black/Asian,38,39,44,39,45,6
0,Female,4,Canada,Mixed-Black/Asian,42,52,57,46,39,5
3,Female,3,Republic of Ireland,Mixed-Black/Asian,31,40,44,35,48,5
1,Male,5,New Zealand,Mixed-Black/Asian,42,39,47,43,33,5
0,Female,0,UK,Mixed-White/Asian,44,32,36,37,43,4
0,Female,4,UK,Mixed-Black/Asian,36,39,56,44,44,4
1,Male,0,Canada,Mixed-Black/Asian,34,33,48,49,54,6
1,Female,0,USA,Mixed-Black/Asian,32,42,46,44,45,4
1,Female,4,UK,Mixed-Black/Asian,44,32,49,39,49,5
2,Female,5,UK,Mixed-Black/Asian,32,36,52,48,28,6
1,Female,5,UK,Mixed-Black/Asian,41,33,53,41,46,6
0,Female,0,UK,Mixed-Black/Asian,44,38,55,38,34,5
3,Female,3,UK,Mixed-Black/Asian,40,39,45,30,34,6
2,Male,5,UK,Mixed-Black/Asian,25,48,55,51,44,6
2,Female,4,UK,Mixed-Black/Asian,37,36,46,38,43,5
0,Female,4,UK,Mixed-Black/Asian,33,41,39,47,48,5
0,Male,4,UK,Mixed-Black/Asian,40,41,55,47,46,6
0,Female,4,UK,Mixed-White/Asian,36,34,52,41,49,6
1,Female,2,UK,Mixed-Black/Asian,39,34,46,37,49,6
0,Female,4,UK,Mixed-White/Asian,23,40,40,48,40,5
0,Female,4,Australia,Mixed-Black/Asian,44,39,46,34,35,5
1,Male,4,UK,Mixed-Black/Asian,31,42,47,53,43,5
1,Male,2,UK,Mixed-Black/Asian,55,43,57,24,32,6
0,Female,4,UK,Mixed-Black/Asian,28,38,42,48,40,3
0,Female,4,UK,Mixed-Black/Asian,34,28,48,39,40,6
1,Female,4,Australia,Mixed-Black/Asian,52,37,42,40,34,6
1,Male,3,USA,Mixed-Black/Asian,40,37,42,56,36,6
0,Female,5,UK,Mixed-Black/Asian,31,47,52,41,53,5
3,Female,0,UK,Mixed-Black/Asian,34,31,45,49,44,4
0,Female,4,UK,Mixed-Black/Asian,44,38,50,37,35,5
0,Female,4,Australia,Mixed-Black/Asian,26,44,48,47,36,6
1,Male,5,Canada,Mixed-Black/Asian,48,38,52,46,42,6
4,Male,0,UK,Mixed-Black/Asian,32,43,49,40,42,6
0,Female,4,New Zealand,Mixed-Black/Asian,25,49,49,39,42,5
0,Female,2,UK,Mixed-Black/Asian,18,42,51,54,48,5
0,Male,4,UK,Mixed-Black/Asian,42,44,49,44,22,6
0,Female,0,New Zealand,Mixed-Black/Asian,51,29,49,46,33,4
0,Female,4,UK,Mixed-Black/Asian,14,47,53,53,38,4
2,Female,5,UK,Mixed-Black/Asian,39,41,51,36,45,6
0,Female,4,UK,Mixed-Black/Asian,45,37,46,40,29,6
0,Female,4,UK,Mixed-Black/Asian,41,38,42,38,38,5
1,Female,5,New Zealand,Mixed-Black/Asian,27,38,45,30,40,6
1,Female,0,UK,Mixed-Black/Asian,32,21,41,43,44,3
0,Female,4,UK,Mixed-Black/Asian,55,19,37,45,27,5
1,Male,5,Australia,Mixed-Black/Asian,37,28,49,49,29,6
0,Female,4,UK,Mixed-Black/Asian,39,46,57,38,37,4
0,Female,4,UK,Mixed-Black/Asian,29,45,48,36,36,5
0,Female,0,UK,Mixed-White/Black,40,43,44,34,40,0
1,Female,4,UK,Mixed-Black/Asian,44,30,49,36,33,4
0,Male,0,Canada,Mixed-Black/Asian,26,36,46,29,31,6
3,Female,5,Canada,Mixed-Black/Asian,31,50,55,52,50,6
0,Female,3,UK,Mixed-White/Asian,37,40,51,28,51,5
0,Female,4,New Zealand,Other,22,33,50,36,39,5
3,Female,5,USA,Mixed-Black/Asian,26,44,43,36,47,5
0,Female,4,New Zealand,Mixed-Black/Asian,23,47,50,39,36,5
0,Female,4,Australia,Mixed-Black/Asian,33,32,48,40,34,4
0,Male,4,New Zealand,Mixed-Black/Asian,45,41,50,42,26,4
0,Female,4,USA,Mixed-Black/Asian,33,41,50,40,42,6
2,Male,3,Canada,Mixed-Black/Asian,43,43,36,37,43,5
